Kategoria,Komuna,Qendra_e_votimit,Vendvotimi,Partia111,Partia112,Partia113,Partia114,Partia115,Partia116,Partia117,Partia118,Partia119,Partia120,Partia121,Partia122,Partia123,Partia124,Partia125,Partia126,Partia127,Partia128,Partia129,Partia130,Partia131,Partia132,Partia133,Partia134,Partia135,Partia136,Partia137,Partia138
Rregullt,Deçan,0101,0101/01,0,0,0,0,0,0,0,39,0,0,0,0,0,45,0,0,0,0,4,0,21,0,0,0,0,0,92,0
Rregullt,Deçan,0101,0101/02,0,0,0,0,0,0,0,66,0,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,227,0
Rregullt,Deçan,0101,0101/03,0,0,0,0,0,0,0,74,0,0,0,0,0,24,0,0,0,0,1,0,7,0,0,0,1,0,172,0
Rregullt,Deçan,0101,0101/04,0,0,0,0,0,0,0,59,0,0,0,0,2,51,0,0,0,0,7,0,10,0,0,0,0,0,171,1
Rregullt,Deçan,0101,0101/05,0,0,0,0,0,0,1,55,0,0,0,0,0,64,1,0,0,0,8,0,17,0,0,0,0,0,115,0
Rregullt,Deçan,0101,0101/06,0,0,0,0,0,0,0,32,0,0,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,0,103,0
Rregullt,Deçan,0102,0102/01,0,0,0,0,0,0,0,70,0,0,0,0,0,39,0,0,0,0,0,0,9,0,0,0,0,0,152,0
Rregullt,Deçan,0102,0102/02,0,0,0,1,0,0,0,76,0,0,0,0,0,51,0,0,0,0,4,0,7,0,0,1,1,1,228,3
Rregullt,Deçan,0102,0102/03,0,0,0,0,0,0,0,59,0,0,0,0,0,54,0,0,1,0,0,0,18,0,0,0,0,2,182,0
Rregullt,Deçan,0102,0102/04,0,0,1,0,0,0,0,47,0,0,0,0,0,45,0,0,1,0,0,0,13,0,0,0,0,0,261,0
Rregullt,Deçan,0102,0102/05,0,0,0,0,0,0,0,73,0,0,0,0,0,81,0,0,0,0,2,0,15,0,0,0,0,0,182,0
Rregullt,Deçan,0103,0103/01,0,0,0,0,0,0,0,65,0,0,0,0,0,85,0,1,0,0,2,0,9,0,0,0,0,0,135,0
Rregullt,Deçan,0103,0103/02,0,1,0,0,0,0,0,50,0,0,0,0,1,112,0,0,0,0,3,0,17,0,0,0,0,0,139,0
Rregullt,Deçan,0103,0103/03,0,0,0,0,0,0,0,76,0,0,0,0,0,106,0,0,0,0,2,1,6,0,0,0,0,1,174,0
Rregullt,Deçan,0103,0103/04,0,0,0,0,0,0,0,67,0,0,0,0,0,57,0,0,0,0,2,0,24,0,0,0,0,1,154,0
Rregullt,Deçan,0103,0103/05,0,0,0,0,0,0,0,31,0,0,0,0,0,87,0,0,0,0,0,0,6,0,0,0,0,0,170,0
Rregullt,Deçan,0104,0104/01,0,0,0,0,6,0,0,57,0,0,0,0,0,47,0,0,0,0,0,0,13,0,0,0,1,0,179,0
Rregullt,Deçan,0104,0104/02,1,0,0,0,21,0,0,87,0,0,0,0,0,30,0,0,0,0,1,0,12,0,0,0,0,1,123,0
Rregullt,Deçan,0104,0104/03,0,0,0,0,6,0,0,60,0,0,0,0,0,46,0,0,0,0,0,0,5,0,0,0,0,0,157,1
Rregullt,Deçan,0104,0104/04,0,0,0,0,26,0,0,49,0,0,0,0,0,15,1,0,1,0,1,0,12,0,0,0,0,0,148,0
Rregullt,Deçan,0105,0105/01,0,0,0,0,0,0,0,65,1,0,1,0,0,83,0,0,0,0,0,0,3,0,0,0,0,0,113,0
Rregullt,Deçan,0105,0105/02,1,0,0,0,6,0,0,90,3,0,5,0,0,63,0,0,1,0,2,0,8,0,0,0,1,0,59,0
Rregullt,Deçan,0105,0105/03,2,0,0,0,0,0,0,78,0,0,2,0,0,33,0,0,1,0,1,0,3,0,0,0,1,1,66,0
Rregullt,Deçan,0106,0106/01,0,0,0,0,0,0,0,122,0,0,0,0,0,105,0,0,0,0,0,0,19,0,0,0,0,0,66,0
Rregullt,Deçan,0106,0106/02,0,0,0,0,0,0,0,91,0,0,0,0,0,90,0,0,0,0,0,0,26,0,0,0,0,1,96,0
Rregullt,Deçan,0106,0106/03,1,0,0,0,0,0,0,99,0,0,0,0,0,139,0,0,0,0,2,0,12,0,0,0,0,2,91,0
Rregullt,Deçan,0106,0106/04,0,0,0,0,0,0,0,98,0,0,0,0,0,78,0,0,0,0,0,0,7,0,0,0,0,0,73,0
Rregullt,Deçan,0106,0106/05,0,0,0,0,0,0,0,64,0,0,0,0,1,50,0,0,0,0,2,0,9,0,0,1,0,1,61,0
Rregullt,Deçan,0107,0107/01,0,1,0,0,0,0,0,58,0,0,0,0,0,74,0,0,0,0,3,0,23,0,0,0,0,0,210,1
Rregullt,Deçan,0107,0107/02,0,0,0,0,0,0,0,27,0,0,0,0,1,20,0,0,0,0,5,0,14,0,0,0,0,0,198,0
Rregullt,Deçan,0107,0107/03,0,0,0,0,0,0,0,23,0,0,0,0,0,15,0,0,0,0,1,0,4,0,0,0,0,1,135,0
Rregullt,Deçan,0108,0108/01,0,0,0,0,10,0,0,39,0,0,0,0,0,5,0,0,0,0,5,0,11,0,0,0,0,0,233,0
Rregullt,Deçan,0108,0108/02,0,0,0,0,0,0,1,23,0,0,0,0,0,15,0,0,0,0,1,0,2,0,0,0,0,1,298,2
Rregullt,Deçan,0109,0109/01,0,0,1,0,0,0,0,76,0,0,0,0,0,143,0,0,0,1,0,0,12,0,0,1,0,0,121,0
Rregullt,Deçan,0109,0109/02,0,0,0,1,0,0,0,118,0,0,0,0,0,94,0,0,0,0,1,0,14,0,0,0,0,0,114,0
Rregullt,Deçan,0109,0109/03,0,0,0,0,0,0,0,88,0,0,0,0,0,61,0,0,1,0,3,0,12,0,0,0,0,0,115,0
Rregullt,Deçan,0109,0109/04,0,0,0,0,0,0,0,70,0,0,0,0,0,117,0,0,0,0,1,0,16,0,0,0,1,0,107,1
Rregullt,Deçan,0109,0109/05,0,0,0,0,0,0,0,72,0,0,0,0,0,69,0,0,0,0,0,0,6,0,0,0,0,0,80,0
Rregullt,Deçan,0110,0110/01,0,0,0,0,1,0,2,70,0,0,0,0,0,46,0,0,0,0,0,0,16,0,0,0,0,0,168,0
Rregullt,Deçan,0110,0110/02,0,0,0,0,0,0,0,84,0,0,0,0,1,67,0,0,1,1,2,0,10,0,0,0,0,2,196,0
Rregullt,Deçan,0110,0110/03,0,0,0,0,10,0,0,107,0,0,0,0,0,27,0,0,0,0,7,1,8,0,0,0,0,0,186,0
Rregullt,Deçan,0111,0111/01,1,0,0,0,0,0,0,59,0,0,0,0,0,37,0,0,0,0,10,0,7,0,0,0,0,1,135,0
Rregullt,Deçan,0111,0111/02,0,0,0,0,0,0,1,43,2,0,0,0,0,25,0,0,0,0,0,0,15,0,0,0,0,1,152,0
Rregullt,Deçan,0111,0111/03,0,0,0,0,0,0,1,27,0,0,0,0,0,18,0,0,0,0,4,0,25,0,0,0,0,0,141,0
Rregullt,Deçan,0112,0112/01,0,0,0,0,0,0,0,62,0,0,0,0,0,48,0,0,0,0,3,0,15,0,0,0,0,0,218,0
Rregullt,Deçan,0113,0113/01,0,0,0,0,0,0,0,72,0,0,0,0,0,33,0,0,0,0,0,0,20,0,0,0,0,0,158,0
Rregullt,Deçan,0113,0113/02,0,0,0,0,0,0,0,63,0,0,0,0,0,36,0,0,0,0,1,0,6,0,0,0,1,0,167,0
Rregullt,Deçan,0114,0114/01,0,0,0,0,0,0,0,106,0,0,0,0,0,64,0,0,0,0,0,0,18,0,0,0,0,0,79,0
Rregullt,Deçan,0114,0114/02,0,0,1,0,0,0,0,71,0,0,0,0,0,93,0,0,0,0,0,0,6,0,0,0,0,1,84,0
Rregullt,Deçan,0114,0114/03,1,0,0,0,0,0,0,55,0,0,0,0,0,48,0,0,0,0,3,0,9,0,0,0,0,2,92,0
Rregullt,Gjakovë,0201,0201/01,3,0,0,2,4,0,0,163,0,0,0,0,0,42,0,0,0,0,12,0,36,0,0,0,0,0,45,1
Rregullt,Gjakovë,0201,0201/02,4,0,0,0,3,0,0,216,0,0,0,0,0,52,0,0,0,1,10,0,20,0,0,0,0,0,48,0
Rregullt,Gjakovë,0201,0201/03,12,0,0,2,4,0,0,223,0,0,0,0,1,31,0,0,0,0,8,0,18,0,0,0,1,0,55,0
Rregullt,Gjakovë,0201,0201/04,12,0,0,0,1,0,0,163,0,0,0,0,0,45,0,0,0,1,2,0,37,0,0,0,0,0,54,0
Rregullt,Gjakovë,0201,0201/05,5,0,1,0,6,0,1,155,0,0,0,0,1,24,0,0,0,0,2,0,30,0,0,0,0,1,27,0
Rregullt,Gjakovë,0201,0201/06,9,0,0,0,0,0,2,138,0,0,0,0,0,27,0,0,0,0,5,0,16,0,0,0,0,0,35,0
Rregullt,Gjakovë,0202,0202/01,6,0,1,0,6,0,0,189,0,0,0,0,1,33,0,0,0,1,6,0,35,0,0,0,0,0,46,0
Rregullt,Gjakovë,0202,0202/02,7,0,0,1,3,0,0,156,0,0,0,0,1,47,0,0,0,0,12,0,22,0,0,0,0,0,44,0
Rregullt,Gjakovë,0202,0202/03,0,0,0,1,3,0,0,257,0,0,0,0,0,50,0,0,0,0,13,0,19,0,0,0,0,2,39,0
Rregullt,Gjakovë,0202,0202/04,8,0,0,0,0,0,0,248,1,0,0,0,0,39,0,0,0,0,7,0,22,0,0,0,0,0,45,0
Rregullt,Gjakovë,0202,0202/05,6,0,0,3,10,0,0,219,0,0,0,0,0,33,1,1,0,0,5,0,15,0,0,0,0,0,42,1
Rregullt,Gjakovë,0202,0202/06,8,0,0,1,5,0,0,149,0,0,0,0,0,40,0,1,0,0,5,0,12,0,0,0,0,0,52,0
Rregullt,Gjakovë,0202,0202/07,11,1,0,0,5,0,0,176,0,0,0,0,0,35,0,0,0,1,4,0,14,0,0,0,0,0,34,1
Rregullt,Gjakovë,0202,0202/08,9,0,0,1,3,0,1,68,0,0,0,0,0,28,0,0,0,0,3,0,19,0,0,0,0,0,22,0
Rregullt,Gjakovë,0202,0202/09,3,0,0,1,4,1,1,77,0,0,0,0,0,17,0,0,0,0,4,0,10,0,0,0,1,0,26,0
Rregullt,Gjakovë,0203,0203/01,8,1,1,0,2,0,0,112,0,0,0,0,1,47,0,0,1,0,6,0,25,0,0,0,0,1,39,2
Rregullt,Gjakovë,0203,0203/02,3,0,0,1,3,0,0,190,0,0,0,0,2,45,0,0,0,0,0,0,23,0,0,0,0,0,50,0
Rregullt,Gjakovë,0203,0203/03,18,0,0,1,9,0,1,181,0,0,0,0,1,29,1,0,0,0,9,0,11,1,0,0,0,0,36,0
Rregullt,Gjakovë,0203,0203/04,21,0,0,0,2,0,1,217,1,0,0,0,0,30,0,0,0,0,5,0,15,1,0,0,0,0,33,0
Rregullt,Gjakovë,0203,0203/05,6,0,1,2,5,0,2,180,0,0,0,0,1,64,0,0,0,0,5,0,29,0,0,0,0,0,43,1
Rregullt,Gjakovë,0203,0203/06,14,0,0,0,1,0,1,163,0,0,0,0,1,52,0,0,1,0,5,0,22,0,1,0,0,0,58,1
Rregullt,Gjakovë,0203,0203/07,8,0,0,1,12,0,0,203,1,0,0,0,0,47,1,0,0,0,5,0,26,0,0,0,0,0,35,0
Rregullt,Gjakovë,0203,0203/08,0,0,0,1,3,0,0,241,0,0,0,0,0,41,0,0,0,0,7,0,33,0,0,0,0,0,35,0
Rregullt,Gjakovë,0203,0203/09,5,0,0,1,4,0,1,118,0,0,0,0,2,36,1,0,0,0,2,0,24,0,0,0,0,0,32,0
Rregullt,Gjakovë,0203,0203/10,8,0,1,0,4,0,0,190,0,0,0,0,3,40,0,0,0,0,4,0,20,0,0,0,0,0,49,0
Rregullt,Gjakovë,0203,0203/11,5,0,0,0,2,0,1,224,0,0,0,0,1,33,0,0,0,0,4,0,26,0,0,0,1,0,39,0
Rregullt,Gjakovë,0204,0204/01,7,0,0,1,8,0,0,225,0,0,0,0,0,41,0,0,0,0,8,1,38,0,0,0,1,0,47,0
Rregullt,Gjakovë,0204,0204/02,7,0,0,2,1,0,0,289,0,0,0,0,0,53,0,0,0,0,10,0,23,0,0,0,0,0,51,0
Rregullt,Gjakovë,0204,0204/03,8,0,0,0,6,0,0,261,0,0,0,0,0,54,0,0,0,0,12,1,24,0,0,0,0,1,57,0
Rregullt,Gjakovë,0204,0204/04,6,0,0,5,8,0,1,185,1,0,0,0,0,30,0,0,0,0,8,0,23,0,0,0,0,0,31,0
Rregullt,Gjakovë,0205,0205/01,11,0,0,0,5,0,0,143,1,0,0,0,2,32,0,0,0,0,5,0,14,0,0,0,0,0,30,0
Rregullt,Gjakovë,0205,0205/02,4,0,0,2,1,0,1,168,1,0,0,0,0,58,0,0,0,0,5,0,20,0,0,1,0,2,47,0
Rregullt,Gjakovë,0205,0205/03,7,0,0,1,3,0,1,200,1,0,0,0,0,20,1,0,0,0,4,1,18,0,0,0,0,0,34,0
Rregullt,Gjakovë,0205,0205/04,7,0,0,0,3,0,0,241,0,0,0,0,0,47,0,0,0,0,3,0,27,0,0,0,0,0,57,0
Rregullt,Gjakovë,0206,0206/01,5,1,0,1,1,0,1,256,0,0,0,0,0,36,0,0,0,1,9,0,20,0,0,0,0,0,59,0
Rregullt,Gjakovë,0206,0206/02,5,0,0,0,3,0,0,229,1,0,0,0,0,45,1,0,0,0,7,0,25,0,0,0,0,0,56,0
Rregullt,Gjakovë,0206,0206/03,12,0,1,0,9,0,0,211,0,0,0,0,0,34,0,0,0,0,8,0,27,0,0,0,0,0,42,0
Rregullt,Gjakovë,0206,0206/04,5,0,0,2,12,0,0,189,0,0,0,0,0,49,0,0,0,0,3,1,24,0,0,0,0,0,47,0
Rregullt,Gjakovë,0206,0206/05,5,0,0,0,3,0,0,143,0,0,0,0,0,37,0,0,0,0,3,0,14,0,0,0,0,0,37,1
Rregullt,Gjakovë,0207,0207/01,13,0,0,0,5,0,1,235,1,0,0,0,0,53,0,0,0,0,11,0,21,0,0,0,0,0,52,0
Rregullt,Gjakovë,0207,0207/02,7,0,0,0,5,0,0,279,0,0,0,0,0,48,1,0,0,0,3,0,19,0,0,0,1,0,54,0
Rregullt,Gjakovë,0207,0207/03,5,0,0,1,7,0,0,253,1,0,1,0,0,67,0,0,0,0,15,0,33,0,0,0,1,0,66,0
Rregullt,Gjakovë,0207,0207/04,20,0,0,1,12,0,2,193,1,0,0,0,0,46,0,0,0,0,6,0,29,0,0,0,0,0,45,0
Rregullt,Gjakovë,0207,0207/05,18,0,0,4,10,0,3,192,0,0,0,0,0,46,0,0,0,0,2,0,20,0,0,1,0,0,68,0
Rregullt,Gjakovë,0207,0207/06,15,0,0,3,17,0,0,203,0,0,0,0,0,52,0,0,0,0,9,0,17,0,0,0,0,0,42,2
Rregullt,Gjakovë,0207,0207/07,4,0,0,0,0,0,2,206,0,0,0,0,1,53,2,0,0,0,1,0,32,0,0,0,0,0,38,0
Rregullt,Gjakovë,0207,0207/08,11,0,0,0,5,0,0,216,0,0,0,0,0,41,0,0,0,0,3,0,35,0,0,0,1,0,56,0
Rregullt,Gjakovë,0208,0208/01,1,0,0,0,1,0,0,283,0,0,0,0,0,53,1,0,0,0,4,0,46,0,0,0,0,0,59,0
Rregullt,Gjakovë,0208,0208/02,1,0,1,0,0,0,0,369,0,0,0,0,1,63,0,0,0,0,13,0,48,0,0,0,0,0,46,0
Rregullt,Gjakovë,0208,0208/03,2,0,0,2,3,0,0,318,2,0,0,0,0,54,0,0,0,0,10,0,39,0,0,0,0,0,45,0
Rregullt,Gjakovë,0208,0208/04,1,0,0,0,0,0,0,228,0,0,0,0,0,85,0,0,0,0,6,0,28,0,0,0,0,0,72,1
Rregullt,Gjakovë,0208,0208/05,4,0,0,0,2,0,2,287,0,0,0,0,0,53,0,0,1,0,5,0,52,0,0,1,0,0,50,0
Rregullt,Gjakovë,0208,0208/06,9,0,0,0,5,1,0,377,0,0,0,0,0,27,0,0,0,0,9,0,35,0,0,0,1,0,40,0
Rregullt,Gjakovë,0208,0208/07,1,0,0,0,0,0,1,352,0,0,0,0,0,54,0,0,0,0,8,0,46,0,0,1,0,0,32,0
Rregullt,Gjakovë,0208,0208/08,1,0,0,0,0,0,0,348,0,0,0,0,0,54,1,0,0,0,9,0,37,0,0,0,0,0,74,0
Rregullt,Gjakovë,0208,0208/09,13,0,0,0,3,0,1,348,0,0,0,0,1,43,0,0,0,0,22,0,47,0,0,0,0,0,48,0
Rregullt,Gjakovë,0208,0208/10,0,0,0,0,0,0,0,312,0,0,0,0,0,73,0,0,0,0,8,0,34,0,0,0,0,0,51,1
Rregullt,Gjakovë,0208,0208/11,4,0,1,0,0,0,0,228,0,0,0,0,0,35,0,0,0,0,4,0,37,0,0,0,0,0,27,0
Rregullt,Gjakovë,0209,0209/01,24,0,0,2,6,0,0,145,0,0,0,1,1,12,1,0,0,0,2,0,14,0,0,0,0,0,17,0
Rregullt,Gjakovë,0209,0209/02,13,0,0,4,10,0,0,181,0,0,0,0,0,35,0,0,0,0,9,0,23,0,0,0,0,0,16,0
Rregullt,Gjakovë,0209,0209/03,41,0,0,4,14,0,0,157,0,0,0,0,0,37,3,0,0,0,9,0,22,1,0,0,0,0,28,0
Rregullt,Gjakovë,0209,0209/04,20,0,0,1,6,0,0,221,0,0,0,0,0,24,0,0,0,0,1,0,11,0,0,0,0,1,33,0
Rregullt,Gjakovë,0209,0209/05,22,1,1,3,8,0,2,181,1,0,0,0,0,29,0,0,0,0,3,0,20,1,0,0,0,0,24,0
Rregullt,Gjakovë,0209,0209/06,38,0,0,1,5,0,0,217,0,0,1,0,3,30,0,0,0,0,2,0,16,0,0,0,0,0,26,0
Rregullt,Gjakovë,0209,0209/07,33,1,0,1,13,0,1,240,0,0,0,0,0,41,4,0,0,0,2,0,25,1,0,0,0,0,32,0
Rregullt,Gjakovë,0209,0209/08,56,0,0,5,23,0,0,144,0,0,0,0,0,16,0,0,0,0,6,0,15,0,0,0,0,0,25,0
Rregullt,Gjakovë,0209,0209/09,18,0,0,2,6,0,2,197,0,0,0,0,0,17,3,0,0,0,8,0,21,0,0,0,1,0,30,0
Rregullt,Gjakovë,0209,0209/10,11,0,0,0,7,0,0,227,0,0,0,0,2,32,1,0,0,0,5,0,18,0,0,0,0,0,44,0
Rregullt,Gjakovë,0210,0210/01,1,0,0,0,0,1,2,90,0,0,0,0,0,49,0,0,0,0,5,0,40,0,0,0,0,0,97,0
Rregullt,Gjakovë,0210,0210/02,0,0,0,0,0,0,5,42,0,0,0,0,0,18,0,0,0,0,2,0,22,0,0,0,0,0,66,0
Rregullt,Gjakovë,0211,0211/01,0,0,0,0,0,0,0,94,0,0,0,0,0,37,0,0,0,0,0,0,47,0,0,0,0,0,99,2
Rregullt,Gjakovë,0211,0211/02,0,0,0,0,0,0,0,67,0,0,0,0,1,28,0,0,0,0,5,0,53,0,0,0,0,0,122,2
Rregullt,Gjakovë,0211,0211/03,0,0,0,0,0,0,0,52,0,0,0,0,0,42,0,0,0,0,1,0,53,0,0,0,0,0,86,0
Rregullt,Gjakovë,0212,0212/01,0,0,0,1,0,0,1,43,0,0,0,0,0,55,1,0,0,1,0,1,48,0,0,0,0,0,33,0
Rregullt,Gjakovë,0212,0212/02,0,0,0,0,0,0,1,30,0,0,0,0,0,43,0,0,0,0,0,0,15,0,0,0,0,0,32,0
Rregullt,Gjakovë,0212,0212/03,0,0,0,0,0,0,0,50,0,0,0,0,0,85,0,0,0,0,1,0,22,0,0,0,0,0,32,0
Rregullt,Gjakovë,0212,0212/04,0,0,0,0,0,0,0,26,0,0,0,0,0,69,0,0,0,0,0,0,32,0,0,0,0,0,34,0
Rregullt,Gjakovë,0212,0212/05,0,0,0,0,2,0,0,24,0,0,0,0,0,65,0,0,0,0,0,0,13,0,0,0,1,0,24,1
Rregullt,Gjakovë,0213,0213/01,0,0,0,0,0,0,0,60,0,0,0,1,0,54,0,0,0,0,0,0,16,0,0,0,0,0,55,0
Rregullt,Gjakovë,0213,0213/02,1,0,0,0,0,0,0,54,0,0,0,0,0,32,0,0,0,0,0,1,24,0,0,0,0,0,92,0
Rregullt,Gjakovë,0214,0214/01,0,0,1,0,6,0,0,80,0,0,0,0,0,63,0,0,0,0,1,1,34,1,0,0,0,0,65,0
Rregullt,Gjakovë,0214,0214/02,1,0,1,0,7,0,0,91,0,0,0,0,0,30,0,0,0,0,5,0,42,0,0,0,0,1,62,0
Rregullt,Gjakovë,0214,0214/03,3,0,1,0,1,0,0,111,2,0,0,0,0,68,0,0,0,0,3,0,35,0,0,0,0,0,66,0
Rregullt,Gjakovë,0215,0215/01,5,0,0,0,4,0,0,50,0,0,0,0,0,52,0,0,0,0,6,1,16,0,0,0,0,0,50,1
Rregullt,Gjakovë,0215,0215/02,0,0,0,0,0,0,0,48,0,0,0,0,0,50,0,0,0,0,3,0,19,0,0,0,0,2,39,1
Rregullt,Gjakovë,0216,0216/01,2,0,0,1,39,0,0,64,0,0,0,0,1,53,1,0,0,0,0,0,85,0,0,0,0,0,33,1
Rregullt,Gjakovë,0216,0216/02,3,1,0,0,31,0,0,135,0,1,0,0,1,76,2,0,1,0,1,1,68,0,0,0,0,0,43,1
Rregullt,Gjakovë,0216,0216/03,1,0,1,1,39,0,0,98,0,0,0,0,0,57,0,0,0,0,3,0,72,0,0,0,0,0,19,0
Rregullt,Gjakovë,0216,0216/04,0,0,0,0,20,0,0,115,0,0,0,0,0,73,0,0,0,0,4,0,32,0,0,0,0,0,19,0
Rregullt,Gjakovë,0216,0216/05,1,0,3,0,24,0,0,90,0,0,1,0,0,96,1,0,0,0,0,0,50,0,0,0,0,0,45,0
Rregullt,Gjakovë,0216,0216/06,0,0,0,1,23,0,0,91,0,0,0,0,0,50,0,0,0,0,0,0,46,0,0,0,0,1,29,0
Rregullt,Gjakovë,0217,0217/01,0,0,1,0,0,0,1,103,0,0,1,0,0,66,0,0,0,0,0,0,23,0,0,0,0,0,15,0
Rregullt,Gjakovë,0217,0217/02,1,0,0,0,0,1,0,85,0,0,0,0,0,26,0,0,0,0,0,0,19,0,0,0,0,0,13,0
Rregullt,Gjakovë,0217,0217/03,0,1,1,0,0,0,0,121,0,0,0,0,1,51,1,0,0,0,0,1,35,0,0,0,0,0,27,0
Rregullt,Gjakovë,0217,0217/04,0,0,0,0,0,0,0,45,0,0,0,0,0,58,0,0,0,0,0,0,8,0,0,0,0,0,37,0
Rregullt,Gjakovë,0217,0217/05,1,0,2,0,0,0,0,86,1,0,0,0,0,37,0,0,0,0,1,0,31,0,0,0,0,0,25,0
Rregullt,Gjakovë,0218,0218/01,25,0,0,1,5,0,0,71,1,0,0,0,0,62,2,0,1,1,1,0,23,0,0,0,1,1,114,0
Rregullt,Gjakovë,0218,0218/02,1,0,0,0,1,0,0,69,0,0,0,0,0,68,0,0,0,0,1,0,24,0,0,0,0,1,82,0
Rregullt,Gjakovë,0218,0218/03,11,0,0,0,17,0,0,61,0,0,0,0,0,30,0,0,0,1,1,0,19,0,0,0,0,2,93,0
Rregullt,Gjakovë,0218,0218/04,20,0,0,2,2,0,0,67,0,0,0,0,0,57,0,0,0,0,4,0,18,0,0,0,0,0,36,0
Rregullt,Gjakovë,0219,0219/01,2,0,0,2,1,0,2,59,0,0,0,0,0,28,0,0,0,0,0,1,63,0,0,0,1,1,68,0
Rregullt,Gjakovë,0219,0219/02,0,0,0,0,4,0,0,66,0,0,0,0,0,74,0,0,0,0,1,0,53,0,0,0,0,0,90,0
Rregullt,Gjakovë,0219,0219/03,0,0,1,0,0,0,4,79,1,0,0,0,0,35,0,0,0,0,0,0,46,0,0,0,1,0,62,0
Rregullt,Gjakovë,0220,0220/01,0,0,0,0,2,0,0,31,0,0,0,0,1,72,0,0,0,0,0,0,7,0,0,0,0,0,78,0
Rregullt,Gjakovë,0220,0220/02,0,0,0,0,0,0,5,22,0,0,0,0,0,46,0,0,0,0,0,0,18,0,0,0,0,0,89,0
Rregullt,Gjakovë,0220,0220/03,2,0,0,1,5,0,0,30,0,0,0,0,2,34,0,0,0,0,0,0,5,0,0,0,0,3,74,0
Rregullt,Gjakovë,0221,0221/01,0,0,1,0,0,0,0,102,0,1,0,0,0,33,0,2,0,0,1,1,21,0,0,0,0,0,26,0
Rregullt,Gjakovë,0222,0222/01,0,0,0,0,0,0,0,55,0,0,0,0,0,71,0,0,0,0,0,0,31,0,0,0,0,1,64,0
Rregullt,Gjakovë,0222,0222/02,0,0,0,0,0,0,0,50,0,0,0,0,0,38,0,0,0,0,2,0,31,0,0,0,0,0,60,0
Rregullt,Gjakovë,0223,0223/01,1,0,0,0,1,0,0,24,0,0,0,0,0,57,0,0,0,1,2,0,21,0,0,0,0,0,104,0
Rregullt,Gjakovë,0223,0223/02,0,0,0,0,0,0,0,12,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,87,0
Rregullt,Gjakovë,0223,0223/03,5,0,0,0,1,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,29,0
Rregullt,Gjakovë,0224,0224/01,24,0,0,0,2,0,0,32,0,0,0,0,0,6,0,0,0,0,3,0,25,0,0,0,0,1,256,2
Rregullt,Gjakovë,0225,0225/01,0,0,0,0,0,0,1,62,0,0,0,0,0,47,0,0,1,0,5,1,24,0,0,0,0,1,72,0
Rregullt,Gjakovë,0225,0225/02,1,0,0,0,0,0,0,58,0,0,0,0,0,34,0,0,0,0,3,1,29,0,0,0,0,0,76,0
Rregullt,Gjakovë,0225,0225/03,0,0,0,1,0,0,0,96,0,0,0,0,0,29,0,0,0,0,6,0,25,0,0,0,0,0,107,0
Rregullt,Gjakovë,0226,0226/01,3,0,0,0,2,0,0,58,0,0,0,0,0,43,0,0,0,0,0,0,15,0,0,0,0,0,52,1
Rregullt,Gjakovë,0226,0226/02,2,0,0,0,5,0,1,53,0,0,0,0,1,83,2,1,0,0,2,1,17,0,0,0,0,1,31,2
Rregullt,Gjakovë,0226,0226/03,2,0,1,1,3,0,0,51,1,0,0,0,0,46,0,0,0,0,0,0,18,0,0,0,0,0,61,0
Rregullt,Gjakovë,0226,0226/04,3,0,0,4,2,0,1,47,0,0,0,0,0,63,0,0,0,0,0,1,23,0,0,0,0,0,45,0
Rregullt,Gjakovë,0226,0226/05,4,0,0,3,3,0,1,45,0,0,0,0,0,33,0,0,0,0,1,0,11,0,0,0,0,0,19,1
Rregullt,Gjakovë,0227,0227/01,12,0,0,1,15,1,0,147,0,0,0,0,4,63,0,0,1,0,8,0,34,0,0,0,1,0,105,0
Rregullt,Gjakovë,0227,0227/02,24,0,0,0,8,0,0,89,1,0,0,0,2,48,1,0,0,0,2,0,44,0,0,0,0,0,71,0
Rregullt,Gjakovë,0228,0228/01,0,0,0,0,0,0,1,46,0,0,0,0,0,89,0,0,0,0,0,0,13,0,0,0,0,0,60,0
Rregullt,Gjakovë,0228,0228/02,0,0,0,0,0,0,0,50,0,0,0,0,0,104,0,0,0,0,0,0,13,0,0,0,0,0,48,0
Rregullt,Gjakovë,0228,0228/03,3,0,0,0,0,0,0,30,0,0,0,0,0,32,0,0,0,0,0,0,16,0,0,0,0,0,23,0
Rregullt,Gjakovë,0229,0229/01,0,0,1,0,0,0,0,80,0,0,0,0,0,21,0,0,0,0,0,0,74,0,0,0,0,0,84,0
Rregullt,Gjakovë,0229,0229/02,0,0,1,0,0,0,0,101,0,0,0,0,0,43,0,0,0,0,1,0,63,0,0,0,0,1,70,0
Rregullt,Gjakovë,0229,0229/03,1,0,0,1,0,0,0,78,0,0,0,0,0,47,0,0,0,0,1,1,77,1,0,0,0,0,87,1
Rregullt,Gjakovë,0229,0229/04,0,0,0,0,0,0,0,103,0,0,0,0,0,52,0,0,0,0,1,0,36,0,0,0,0,0,97,0
